particle_id,time_s,x_m,y_m,path_m
1002,3.78000000000000000e+04,2.06120281240200216e+05,1.49263217037827795e+05,6.16448766954354323e+03
1003,3.78000000000000000e+04,3.26324814547456743e+05,2.39865375298588275e+05,6.32629579976924288e+03
1001,3.87000000000000000e+04,8.60610853247418272e+04,5.86279947989446737e+04,6.21443246903307409e+03
1002,3.87000000000000000e+04,2.06270483429057524e+05,1.49244512108744850e+05,6.31585005558949615e+03
1003,3.87000000000000000e+04,3.26479881533373147e+05,2.39861029418544902e+05,6.48142367216666116e+03
1001,3.96000000000000000e+04,8.62066316291761032e+04,5.85948759687913334e+04,6.36369928934221298e+03
1002,3.96000000000000000e+04,2.06420894295115635e+05,1.49225753348760976e+05,6.46742617410584990e+03
1003,3.96000000000000000e+04,3.26635156961055065e+05,2.39856630728730495e+05,6.63676139106933442e+03
1001,4.05000000000000000e+04,8.63523868632858939e+04,5.85617023028256808e+04,6.51318199865670431e+03
1002,4.05000000000000000e+04,2.06571513855355995e+05,1.49206940774115908e+05,6.61921604495293832e+03
1003,4.05000000000000000e+04,3.26790640847425966e+05,2.39852179245406005e+05,6.79230898708029054e+03
1001,4.14000000000000000e+04,8.64983510441111866e+04,5.85284738172684156e+04,6.66288061032838323e+03
1002,4.14000000000000000e+04,2.06722342126760603e+05,1.49188074401051534e+05,6.77121968796028887e+03
1003,4.14000000000000000e+04,3.26946333209409844e+05,2.39847674984834506e+05,6.94806649073072458e+03
1001,4.23000000000000000e+04,8.66445241886925360e+04,5.84951905283424057e+04,6.81279513770492667e+03
1002,4.23000000000000000e+04,2.06873379126311978e+05,1.49169154245811893e+05,6.92343712292676810e+03
1003,4.23000000000000000e+04,3.27102234063931275e+05,2.39843117963281227e+05,7.10403393248043540e+03
1001,4.32000000000000000e+04,8.67909063140710350e+04,5.84618524522727093e+04,6.96292559412984883e+03
1002,4.32000000000000000e+04,2.07024624870993226e+05,1.49150180324643239e+05,7.07586836962080906e+03
1003,4.32000000000000000e+04,3.27258343427915301e+05,2.39838508197013638e+05,7.26021134271808387e+03
1001,4.41000000000000000e+04,8.69374974372883153e+04,5.84284596052865454e+04,7.11327199294254115e+03
1002,4.41000000000000000e+04,2.07176079377788003e+05,1.49131152653793979e+05,7.22851344778056136e+03
1003,4.41000000000000000e+04,3.27414661318287544e+05,2.39833845702301274e+05,7.41659875176168862e+03
1001,4.50000000000000000e+04,8.70842975753865903e+04,5.83950120036133085e+04,7.26383434747834144e+03
1002,4.50000000000000000e+04,2.07327742663680459e+05,1.49112071249514702e+05,7.38137237711400394e+03
1003,4.50000000000000000e+04,3.27571187751974212e+05,2.39829130495415942e+05,7.57319618985899069e+03
1001,4.59000000000000000e+04,8.72313067454086122e+04,5.83615096634845759e+04,7.41461267106852119e+03
1002,4.59000000000000000e+04,2.07479614745655359e+05,1.49092936128058122e+05,7.53444517729923882e+03
1003,4.59000000000000000e+04,3.27727922745901975e+05,2.39824362592631544e+05,7.73000368718771279e+03
1001,4.68000000000000000e+04,8.73785249643976858e+04,5.83279526011340931e+04,7.56560697704033282e+03
1002,4.68000000000000000e+04,2.07631695640697959e+05,1.49073747305679193e+05,7.68773186798453025e+03
1003,4.68000000000000000e+04,3.27884866316998086e+05,2.39819542010224162e+05,7.88702127385604308e+03
1001,4.77000000000000000e+04,8.75259522493976838e+04,5.82943408327977813e+04,7.71681727871705243e+03
1002,4.77000000000000000e+04,2.07783985365794098e+05,1.49054504798634967e+05,7.84123246878858208e+03
1003,4.77000000000000000e+04,3.28042018482190382e+05,2.39814668764472037e+05,8.04424897990299633e+03
1001,4.86000000000000000e+04,8.76735886174530024e+04,5.82606743747137443e+04,7.86824358941796618e+03
1002,4.86000000000000000e+04,2.07936483937930170e+05,1.49035208623184735e+05,7.99494699930065417e+03
1003,4.86000000000000000e+04,3.28199379258407163e+05,2.39809742871655617e+05,8.20168683529866212e+03
1001,4.95000000000000000e+04,8.78214340856086055e+04,5.82269532431222542e+04,8.01988592245844666e+03
1002,4.95000000000000000e+04,2.08089191374093061e+05,1.49015858795589913e+05,8.14887547908068973e+03
1003,4.95000000000000000e+04,3.28356948662577372e+05,2.39804764348057477e+05,8.35933486994474151e+03
1001,5.04000000000000000e+04,8.79694886709100101e+04,5.81931774542657658e+04,8.17174429114996474e+03
1002,5.04000000000000000e+04,2.08242107691270270e+05,1.48996455332114128e+05,8.30301792765958271e+03
1003,5.04000000000000000e+04,3.28514726711630414e+05,2.39799733209962375e+05,8.51719311367472983e+03
1001,5.13000000000000000e+04,8.81177523904033005e+04,5.81593470243888951e+04,8.32381870880013594e+03
1002,5.13000000000000000e+04,2.08395232906449819e+05,1.48976998249023134e+05,8.45737436453926966e+03
1003,5.13000000000000000e+04,3.28672713422496221e+05,2.39794649473657249e+05,8.67526159625432592e+03
1001,5.22000000000000000e+04,8.82662252611350850e+04,5.81254619697384551e+04,8.47610918871270405e+03
1002,5.22000000000000000e+04,2.08548567036620254e+05,1.48957487562584865e+05,8.61194480919288435e+03
1003,5.22000000000000000e+04,3.28830908812105306e+05,2.39789513155431167e+05,8.83354034738185328e+03
1001,5.31000000000000000e+04,8.84149073001525394e+04,5.80915223065634200e+04,8.62861574418761666e+03
1002,5.31000000000000000e+04,2.08702110098770703e+05,1.48937923289069469e+05,8.76672928106497420e+03
1003,5.31000000000000000e+04,3.28989312897388765e+05,2.39784324271575402e+05,8.99202939668860381e+03
1001,5.40000000000000000e+04,8.85637985245033924e+04,5.80575280511149394e+04,8.78133838852103690e+03
1002,5.40000000000000000e+04,2.08855862109890848e+05,1.48918305444749218e+05,8.92172779957164494e+03
1003,5.40000000000000000e+04,3.29147925695278158e+05,2.39779082838383358e+05,9.15072877373907613e+03
1001,5.49000000000000000e+04,8.87128989512359258e+04,5.80234792196463532e+04,8.93427713500537175e+03
1002,5.49000000000000000e+04,2.09009823086970864e+05,1.48898634045898565e+05,9.07694038410065332e+03
1003,5.49000000000000000e+04,3.29306747222705686e+05,2.39773788872150646e+05,9.30963850803149217e+03
1001,5.58000000000000000e+04,8.88622085973989742e+04,5.79893758284131618e+04,9.08743199692930466e+03
1002,5.58000000000000000e+04,2.09163993047001539e+05,1.48878909108794178e+05,9.23236705401168183e+03
1003,5.58000000000000000e+04,3.29465777496603958e+05,2.39768442389175034e+05,9.46875862899791173e+03
1001,5.67000000000000000e+04,8.90117274800419254e+04,5.79552178936730561e+04,9.24080298757781748e+03
1002,5.67000000000000000e+04,2.09318372006974154e+05,1.48859130649714847e+05,9.38800782863638960e+03
1003,5.67000000000000000e+04,3.29625016533906281e+05,2.39763043405756471e+05,9.62808916600486555e+03
1001,5.76000000000000000e+04,8.91614556162147055e+04,5.79210054316858950e+04,9.39439012023220857e+03
1002,5.76000000000000000e+04,2.09472959983880573e+05,1.48839298684941547e+05,9.54386272727864889e+03
1003,5.76000000000000000e+04,3.29784464351546369e+05,2.39757591938197031e+05,9.78763014835340982e+03
1001,5.85000000000000000e+04,8.93113930229678081e+04,5.78867384587137130e+04,9.54819340817015109e+03
1002,5.85000000000000000e+04,2.09627756994713185e+05,1.48819413230757433e+05,9.69993176921464692e+03
1003,5.85000000000000000e+04,3.29944120966458519e+05,2.39752088002800971e+05,9.94738160527963191e+03
1001,5.94000000000000000e+04,8.94615397173522797e+04,5.78524169910207274e+04,9.70221286466570018e+03
1002,5.94000000000000000e+04,2.09782763056464959e+05,1.48799474303447816e+05,9.85621497369309691e+03
1003,5.94000000000000000e+04,3.30103986395577609e+05,2.39746531615874730e+05,1.01073435659549905e+04
1001,6.03000000000000000e+04,8.96118957164197054e+04,5.78180410448733310e+04,9.85644850298931306e+03
1002,6.03000000000000000e+04,2.09937978186129360e+05,1.48779481919300219e+05,1.00127123599353017e+04
1003,6.03000000000000000e+04,3.30264060655838985e+05,2.39740922793726932e+05,1.02675160594865338e+04
1001,6.12000000000000000e+04,8.97624610372222378e+04,5.77836106365400919e+04,1.00109003364078999e+04
1002,6.12000000000000000e+04,2.10093402400700434e+05,1.48759436094604316e+05,1.01694239471354012e+04
1003,6.12000000000000000e+04,3.30424343764178629e+05,2.39735261552668322e+05,1.04278991149174053e+04
1001,6.21000000000000000e+04,8.99132356968125678e+04,5.77491257822917614e+04,1.01655683781848238e+04
1002,6.21000000000000000e+04,2.10249035717172781e+05,1.48739336845651938e+05,1.03263497544604925e+04
1003,6.21000000000000000e+04,3.30584835737532994e+05,2.39729547909011861e+05,1.05884927612270003e+04
1001,6.30000000000000000e+04,9.00642197122439393e+04,5.77145864984012587e+04,1.03204526415799446e+04
1002,6.30000000000000000e+04,2.10404878152541525e+05,1.48719184188737097e+05,1.04834898010507513e+04
1003,6.30000000000000000e+04,3.30745536592839111e+05,2.39723781879072660e+05,1.07492970273314077e+04
1001,6.39000000000000000e+04,9.02154131005701638e+04,5.76799928011436932e+04,1.04755531398496551e+04
1002,6.39000000000000000e+04,2.10560929723802372e+05,1.48698978140155989e+05,1.06408441060196383e+04
1003,6.39000000000000000e+04,3.30906446347034595e+05,2.39717963479168015e+05,1.09103119420837411e+04
1001,6.48000000000000000e+04,9.03668158788455912e+04,5.76453447067963425e+04,1.06308698862468846e+04
1002,6.48000000000000000e+04,2.10717190447951521e+05,1.48678718716206989e+05,1.07984126884539601e+04
1003,6.48000000000000000e+04,3.31067565017057466e+05,2.39712092725617345e+05,1.10715375342742864e+04
1001,6.57000000000000000e+04,9.05184280641251244e+04,5.76106422316386670e+04,1.07864028940211338e+04
1002,6.57000000000000000e+04,2.10873660341985757e+05,1.48658405933190632e+05,1.09561955674141136e+04
1003,6.57000000000000000e+04,3.31228892619846389e+05,2.39706169634742284e+05,1.12329738326310526e+04
1001,6.66000000000000000e+04,9.06702496734642191e+04,5.75758853919523026e+04,1.09421521764185054e+04
1002,6.66000000000000000e+04,2.11030339422902412e+05,1.48638039807409630e+05,1.11141927619341932e+04
1003,6.66000000000000000e+04,3.31390429172340606e+05,2.39700194222866645e+05,1.13946208658200358e+04
1001,6.75000000000000000e+04,9.08222807239188842e+04,5.75410742040210680e+04,1.10981177466817298e+04
1002,6.75000000000000000e+04,2.11187227707699349e+05,1.48617620355168852e+05,1.12724042910221142e+04
1003,6.75000000000000000e+04,3.31552174691479770e+05,2.39694166506316367e+05,1.15564786624453700e+04
1001,6.84000000000000000e+04,9.09745212325456814e+04,5.75062086841309501e+04,1.12542996180501905e+04
1002,6.84000000000000000e+04,2.11344325213374977e+05,1.48597147592775378e+05,1.14308301736597805e+04
1003,6.84000000000000000e+04,3.31714129194204230e+05,2.39688086501419573e+05,1.17185472510499239e+04
1001,6.93000000000000000e+04,9.11269712164017110e+04,5.74712888485701260e+04,1.14106978037599310e+04
1002,6.93000000000000000e+04,2.11501631956928235e+05,1.48576621536538471e+05,1.15894704288032062e+04
1003,6.93000000000000000e+04,3.31876292697454744e+05,2.39681954224506568e+05,1.18808266601153300e+04
1001,7.02000000000000000e+04,9.12796306925446552e+04,5.74363147136289481e+04,1.15673123170437320e+04
1002,7.02000000000000000e+04,2.11659147955358669e+05,1.48556042202769488e+05,1.17483250753827488e+04
1003,7.02000000000000000e+04,3.32038665218172653e+05,2.39675769691909809e+05,1.20433169180624700e+04
1001,7.11000000000000000e+04,9.14324996780327201e+04,5.74012862955999444e+04,1.17241431711310724e+04
1002,7.11000000000000000e+04,2.11816873225666321e+05,1.48535409607782058e+05,1.19073941323031231e+04
1003,7.11000000000000000e+04,3.32201246773299878e+05,2.39669532919963938e+05,1.22060180532517843e+04
1001,7.20000000000000000e+04,9.15855781899246649e+04,5.73662036107778258e+04,1.18811903792481880e+04
1002,7.20000000000000000e+04,2.11974807784851786e+05,1.48514723767891905e+05,1.20666776184436148e+04
1003,7.20000000000000000e+04,3.32364037379778863e+05,2.39663243925005780e+05,1.23689300939835230e+04
1001,7.29000000000000000e+04,9.17388662452798162e+04,5.73310666754594786e+04,1.20384539546181059e+04
1002,7.29000000000000000e+04,2.12132951649916213e+05,1.48493984699416993e+05,1.22261755526582074e+04
1003,7.29000000000000000e+04,3.32527037054552580e+05,2.39656902723374311e+05,1.25320530684980549e+04
1001,7.38000000000000000e+04,9.18923638611580391e+04,5.72958755059439718e+04,1.21959339104606443e+04
1002,7.38000000000000000e+04,2.12291304837861302e+05,1.48473192418677412e+05,1.23858879537757366e+04
1003,7.38000000000000000e+04,3.32690245814564521e+05,2.39650509331410663e+05,1.26953870049761681e+04
1001,7.47000000000000000e+04,9.20460710546197515e+04,5.72606301185325574e+04,1.23536302599924493e+04
1002,7.47000000000000000e+04,2.12449867365689308e+05,1.48452346941995464e+05,1.25458148406000128e+04
1003,7.47000000000000000e+04,3.32853663676758821e+05,2.39644063765458181e+05,1.28589319315394914e+04
1001,7.56000000000000000e+04,9.21999878427259246e+04,5.72253305295286555e+04,1.25115430164270238e+04
1002,7.56000000000000000e+04,2.12608639250403008e+05,1.48431448285695602e+05,1.27059562319099441e+04
1003,7.56000000000000000e+04,3.33017290658080019e+05,2.39637566041862359e+05,1.30226878762505621e+04
1001,7.65000000000000000e+04,9.23541142425380822e+04,5.71899767552378762e+04,1.26696721929747455e+04
1002,7.65000000000000000e+04,2.12767620509005705e+05,1.48410496466104465e+05,1.28663121464596643e+04
1003,7.65000000000000000e+04,3.33181126775473298e+05,2.39631016176970850e+05,1.31866548671133605e+04
1001,7.74000000000000000e+04,9.25084502711183013e+04,5.71545688119680053e+04,1.28280178028428963e+04
1002,7.74000000000000000e+04,2.12926811158501310e+05,1.48389491499550844e+05,1.30268826029787615e+04
1003,7.74000000000000000e+04,3.33345172045884305e+05,2.39624414187133516e+05,1.33508329320734301e+04
1001,7.83000000000000000e+04,9.26629959455292119e+04,5.71191067160290113e+04,1.29865798592356841e+04
1002,7.83000000000000000e+04,2.13086211215894262e+05,1.48368433402365743e+05,1.31876676201723221e+04
1003,7.83000000000000000e+04,3.33509426486259268e+05,2.39617760088702344e+05,1.35152220990182868e+04
1001,7.92000000000000000e+04,9.28177512828339823e+04,5.70835904837330381e+04,1.31453583753542534e+04
1002,7.92000000000000000e+04,2.13245820698189491e+05,1.48347322190882347e+05,1.33486672167210327e+04
1003,7.92000000000000000e+04,3.33673890113545000e+05,2.39611053898031503e+05,1.36798223957777209e+04
1001,8.01000000000000000e+04,9.29727163000963337e+04,5.70480201313944199e+04,1.33043533643967203e+04
1002,8.01000000000000000e+04,2.13405639622392540e+05,1.48326157881435967e+05,1.35098814112814434e+04
1003,8.01000000000000000e+04,3.33838562944688776e+05,2.39604295631477347e+05,1.38446338501239643e+04
1001,8.10000000000000000e+04,9.31278910143805551e+04,5.70123956753296588e+04,1.34635648395582175e+04
1002,8.10000000000000000e+04,2.13565668005509477e+05,1.48304940490364126e+05,1.36713102224859995e+04
1003,8.10000000000000000e+04,3.34003444996638398e+05,2.39597485305398412e+05,1.40096564897720418e+04
